sku,product_name,category,price,stock,supplier
SK-3664,Steel Desk Organiser,Desk,72.86,8,Northgate Paper Ltd
SK-3672,"Black Ballpoint, Broad",Writing,9.21,26,Harlow Stationers
SK-3680,Copier Paper A4 100gsm,Paper & Office,33.33,188,Vale Clinical Supplies
SK-3688,Black Lever Arch File A4,Filing,65.86,124,Kestrel Supply Co.
SK-3696,Copier Paper A5 120gsm,Paper & Office,58.24,253,Kestrel Supply Co.
SK-3704,Grey Lever Arch File A4,Filing,60.91,213,Vale Clinical Supplies
SK-3712,Black Lever Arch File Foolscap,Filing,42.36,229,Northgate Paper Ltd
SK-3720,Copier Paper Letter 70gsm,Paper & Office,34.44,107,Vale Clinical Supplies
SK-3728,Wooden Desk Organiser,Desk,31.36,396,Kestrel Supply Co.
SK-3736,Steel Desk Organiser,Desk,11.73,161,Harlow Stationers
SK-3744,"Red Ballpoint, Medium",Writing,88.98,12,Northgate Paper Ltd
SK-3752,Mesh Desk Organiser,Desk,62.01,329,Northgate Paper Ltd
SK-3760,Copier Paper Letter 80gsm,Paper & Office,17.90,357,Kestrel Supply Co.
SK-3768,Copier Paper A3 70gsm,Paper & Office,89.36,359,Kestrel Supply Co.
SK-3776,"Blue Ballpoint, Broad",Writing,24.42,476,Kestrel Supply Co.
SK-3784,Copier Paper A4 70gsm,Paper & Office,71.77,360,Kestrel Supply Co.
SK-3792,Blue Lever Arch File Foolscap,Filing,82.49,342,Kestrel Supply Co.
SK-3800,Green Lever Arch File Foolscap,Filing,2.85,319,Harlow Stationers
SK-3808,"Red Ballpoint, Fine",Writing,23.27,6,Harlow Stationers
SK-3816,Steel Desk Organiser,Desk,72.25,268,Northgate Paper Ltd
SK-3824,Copier Paper A4 100gsm,Paper & Office,42.67,83,Harlow Stationers
SK-3832,"Red Ballpoint, Fine",Writing,83.95,251,Kestrel Supply Co.
SK-3840,Black Lever Arch File A4,Filing,58.46,443,Vale Clinical Supplies
SK-3848,Wooden Desk Organiser,Desk,40.35,153,Kestrel Supply Co.
SK-3856,"Black Ballpoint, Broad",Writing,15.23,76,Kestrel Supply Co.
SK-3864,"Red Ballpoint, Medium",Writing,60.62,39,Kestrel Supply Co.
SK-3872,Blue Lever Arch File A4,Filing,71.40,128,Kestrel Supply Co.
SK-3880,"Blue Ballpoint, Broad",Writing,6.87,220,Vale Clinical Supplies
SK-3888,"Green Ballpoint, Fine",Writing,27.71,125,Kestrel Supply Co.
SK-3896,Black Lever Arch File A4,Filing,26.94,470,Kestrel Supply Co.
SK-3904,"Red Ballpoint, Broad",Writing,72.80,405,Harlow Stationers
SK-3912,Copier Paper Letter 100gsm,Paper & Office,83.67,58,Vale Clinical Supplies
SK-3920,Blue Lever Arch File Foolscap,Filing,37.68,425,Vale Clinical Supplies
SK-3928,Blue Lever Arch File Foolscap,Filing,6.65,478,Kestrel Supply Co.
SK-3936,Copier Paper A5 100gsm,Paper & Office,51.97,286,Kestrel Supply Co.
SK-3944,Grey Lever Arch File Foolscap,Filing,71.53,245,Vale Clinical Supplies
SK-3952,Copier Paper Legal 120gsm,Paper & Office,55.51,300,Northgate Paper Ltd
SK-3960,Copier Paper A4 80gsm,Paper & Office,43.24,58,Vale Clinical Supplies
SK-3968,Wooden Desk Organiser,Desk,9.71,286,Harlow Stationers
SK-3976,Mesh Desk Organiser,Desk,24.09,89,Kestrel Supply Co.
SK-3984,Wooden Desk Organiser,Desk,36.88,278,Vale Clinical Supplies
SK-3992,"Black Ballpoint, Broad",Writing,84.28,147,Kestrel Supply Co.
SK-4000,Black Lever Arch File A4,Filing,10.49,410,Vale Clinical Supplies
SK-4008,Copier Paper A3 70gsm,Paper & Office,48.45,158,Vale Clinical Supplies
SK-4016,Wooden Desk Organiser,Desk,30.48,423,Harlow Stationers
SK-4024,Copier Paper A5 120gsm,Paper & Office,29.17,399,Vale Clinical Supplies
SK-4032,"Green Ballpoint, Fine",Writing,66.36,419,Harlow Stationers
SK-4040,Green Lever Arch File A4,Filing,50.35,83,Vale Clinical Supplies
SK-4048,Grey Lever Arch File A4,Filing,66.61,390,Northgate Paper Ltd
SK-4056,Grey Lever Arch File A4,Filing,11.48,130,Northgate Paper Ltd
SK-4064,Blue Lever Arch File A4,Filing,60.24,441,Kestrel Supply Co.
SK-4072,"Green Ballpoint, Medium",Writing,42.74,451,Harlow Stationers
SK-4080,Mesh Desk Organiser,Desk,82.09,221,Kestrel Supply Co.
SK-4088,Copier Paper Letter 70gsm,Paper & Office,10.87,230,Northgate Paper Ltd
SK-4096,"Red Ballpoint, Medium",Writing,63.80,224,Kestrel Supply Co.
SK-4104,Copier Paper Legal 70gsm,Paper & Office,8.65,210,Vale Clinical Supplies
SK-4112,Acrylic Desk Organiser,Desk,34.90,10,Northgate Paper Ltd
SK-4120,Copier Paper A4 70gsm,Paper & Office,80.20,18,Vale Clinical Supplies
SK-4128,Green Lever Arch File A4,Filing,59.69,460,Northgate Paper Ltd
SK-4136,Acrylic Desk Organiser,Desk,77.70,250,Vale Clinical Supplies
SK-4144,Grey Lever Arch File Foolscap,Filing,41.76,6,Northgate Paper Ltd
SK-4152,"Green Ballpoint, Medium",Writing,26.58,411,Harlow Stationers
SK-4160,Copier Paper Legal 70gsm,Paper & Office,15.14,411,Harlow Stationers
SK-4168,Wooden Desk Organiser,Desk,23.21,70,Kestrel Supply Co.
SK-4176,Copier Paper Letter 100gsm,Paper & Office,64.99,401,Northgate Paper Ltd
SK-4184,"Black Ballpoint, Fine",Writing,32.54,200,Harlow Stationers
SK-4192,"Blue Ballpoint, Medium",Writing,20.28,384,Vale Clinical Supplies
SK-4200,Copier Paper A4 70gsm,Paper & Office,45.26,449,Vale Clinical Supplies
SK-4208,Copier Paper Legal 120gsm,Paper & Office,21.09,94,Northgate Paper Ltd
SK-4216,"Black Ballpoint, Medium",Writing,51.92,198,Vale Clinical Supplies
SK-4224,Steel Desk Organiser,Desk,85.09,363,Vale Clinical Supplies
SK-4232,Steel Desk Organiser,Desk,58.57,6,Vale Clinical Supplies
SK-4240,Steel Desk Organiser,Desk,21.55,66,Northgate Paper Ltd
SK-4248,"Red Ballpoint, Fine",Writing,60.83,428,Harlow Stationers
SK-4256,Mesh Desk Organiser,Desk,72.89,272,Vale Clinical Supplies
SK-4264,Copier Paper A4 70gsm,Paper & Office,32.53,220,Harlow Stationers
SK-4272,"Blue Ballpoint, Fine",Writing,32.70,224,Northgate Paper Ltd
SK-4280,Grey Lever Arch File Foolscap,Filing,28.52,419,Kestrel Supply Co.
SK-4288,"Green Ballpoint, Fine",Writing,19.99,57,Harlow Stationers
SK-4296,Grey Lever Arch File Foolscap,Filing,76.32,395,Kestrel Supply Co.
SK-4304,"Black Ballpoint, Fine",Writing,60.96,374,Northgate Paper Ltd
SK-4312,Mesh Desk Organiser,Desk,51.42,458,Kestrel Supply Co.
SK-4320,Green Lever Arch File A4,Filing,39.01,289,Kestrel Supply Co.
SK-4328,Grey Lever Arch File Foolscap,Filing,78.21,128,Vale Clinical Supplies
SK-4336,Blue Lever Arch File A4,Filing,63.46,153,Harlow Stationers
SK-4344,Black Lever Arch File Foolscap,Filing,45.63,104,Northgate Paper Ltd
SK-4352,"Black Ballpoint, Medium",Writing,51.79,277,Northgate Paper Ltd
SK-4360,Copier Paper A3 100gsm,Paper & Office,71.91,441,Vale Clinical Supplies
SK-4368,"Red Ballpoint, Fine",Writing,61.83,470,Northgate Paper Ltd
SK-4376,Blue Lever Arch File A4,Filing,8.43,416,Kestrel Supply Co.
SK-4384,Green Lever Arch File A4,Filing,58.72,16,Kestrel Supply Co.
SK-4392,Copier Paper Letter 100gsm,Paper & Office,60.41,456,Harlow Stationers
SK-4400,Mesh Desk Organiser,Desk,79.52,367,Kestrel Supply Co.
SK-4408,Copier Paper Legal 120gsm,Paper & Office,23.01,141,Vale Clinical Supplies
SK-4416,Acrylic Desk Organiser,Desk,24.96,18,Vale Clinical Supplies
SK-4424,Grey Lever Arch File A4,Filing,80.25,356,Northgate Paper Ltd
SK-4432,Steel Desk Organiser,Desk,41.99,420,Vale Clinical Supplies
SK-4440,"Red Ballpoint, Broad",Writing,80.11,464,Northgate Paper Ltd
SK-4448,Mesh Desk Organiser,Desk,32.79,262,Vale Clinical Supplies
SK-4456,Wooden Desk Organiser,Desk,33.63,273,Vale Clinical Supplies
SK-4464,Grey Lever Arch File A4,Filing,76.55,75,Harlow Stationers
SK-4472,"Blue Ballpoint, Fine",Writing,74.57,193,Northgate Paper Ltd
SK-4480,Copier Paper Letter 100gsm,Paper & Office,81.57,95,Vale Clinical Supplies
SK-4488,Copier Paper A4 120gsm,Paper & Office,3.98,431,Northgate Paper Ltd
SK-4496,"Green Ballpoint, Broad",Writing,4.75,17,Harlow Stationers
SK-4504,"Red Ballpoint, Fine",Writing,71.94,460,Vale Clinical Supplies
SK-4512,Steel Desk Organiser,Desk,61.06,317,Vale Clinical Supplies
SK-4520,Grey Lever Arch File A4,Filing,83.39,134,Northgate Paper Ltd
SK-4528,Wooden Desk Organiser,Desk,69.01,161,Northgate Paper Ltd
SK-4536,"Red Ballpoint, Fine",Writing,23.56,252,Kestrel Supply Co.
SK-4544,Copier Paper A4 80gsm,Paper & Office,35.44,356,Kestrel Supply Co.
SK-4552,"Black Ballpoint, Broad",Writing,72.96,470,Northgate Paper Ltd
SK-4560,Acrylic Desk Organiser,Desk,47.78,5,Harlow Stationers
SK-4568,Copier Paper Letter 120gsm,Paper & Office,67.65,132,Vale Clinical Supplies
SK-4576,Acrylic Desk Organiser,Desk,52.67,279,Vale Clinical Supplies
SK-4584,Blue Lever Arch File Foolscap,Filing,68.49,461,Vale Clinical Supplies
SK-4592,Copier Paper A4 70gsm,Paper & Office,44.97,133,Kestrel Supply Co.
SK-4600,Acrylic Desk Organiser,Desk,77.91,387,Kestrel Supply Co.
SK-4608,Acrylic Desk Organiser,Desk,22.84,172,Harlow Stationers
SK-4616,"Red Ballpoint, Broad",Writing,2.77,287,Kestrel Supply Co.
SK-4624,Blue Lever Arch File A4,Filing,7.40,423,Kestrel Supply Co.
SK-4632,Copier Paper A4 100gsm,Paper & Office,59.24,305,Harlow Stationers
SK-4640,Copier Paper A3 120gsm,Paper & Office,74.29,156,Northgate Paper Ltd
SK-4648,"Red Ballpoint, Fine",Writing,23.58,100,Northgate Paper Ltd
SK-4656,Mesh Desk Organiser,Desk,54.16,325,Kestrel Supply Co.
SK-4664,Mesh Desk Organiser,Desk,42.99,75,Vale Clinical Supplies
SK-4672,Acrylic Desk Organiser,Desk,54.81,372,Northgate Paper Ltd
SK-4680,Grey Lever Arch File A4,Filing,30.56,440,Harlow Stationers
SK-4688,"Green Ballpoint, Broad",Writing,9.54,436,Vale Clinical Supplies
SK-4696,Grey Lever Arch File Foolscap,Filing,4.54,36,Northgate Paper Ltd
SK-4704,Black Lever Arch File A4,Filing,23.28,139,Vale Clinical Supplies
SK-4712,Copier Paper Letter 70gsm,Paper & Office,42.05,244,Harlow Stationers
SK-4720,Copier Paper A3 100gsm,Paper & Office,3.58,324,Northgate Paper Ltd
SK-4728,Copier Paper A5 80gsm,Paper & Office,36.92,239,Kestrel Supply Co.
SK-4736,Steel Desk Organiser,Desk,54.94,451,Kestrel Supply Co.
SK-4744,Wooden Desk Organiser,Desk,21.52,294,Vale Clinical Supplies
SK-4752,Black Lever Arch File Foolscap,Filing,53.00,431,Northgate Paper Ltd
SK-4760,Mesh Desk Organiser,Desk,76.08,411,Vale Clinical Supplies
SK-4768,"Green Ballpoint, Medium",Writing,55.25,154,Vale Clinical Supplies
SK-4776,"Black Ballpoint, Broad",Writing,35.50,69,Northgate Paper Ltd
SK-4784,"Green Ballpoint, Broad",Writing,39.22,88,Vale Clinical Supplies
SK-4792,Copier Paper A4 100gsm,Paper & Office,17.08,11,Vale Clinical Supplies
SK-4800,Copier Paper Legal 120gsm,Paper & Office,54.04,114,Vale Clinical Supplies
SK-4808,"Green Ballpoint, Medium",Writing,53.88,176,Harlow Stationers
SK-4816,Black Lever Arch File Foolscap,Filing,85.92,182,Vale Clinical Supplies
SK-4824,Acrylic Desk Organiser,Desk,48.50,203,Kestrel Supply Co.
SK-4832,Black Lever Arch File Foolscap,Filing,85.08,141,Vale Clinical Supplies
SK-4840,Blue Lever Arch File A4,Filing,9.94,462,Northgate Paper Ltd
SK-4848,Wooden Desk Organiser,Desk,34.77,417,Northgate Paper Ltd
SK-4856,Grey Lever Arch File Foolscap,Filing,35.80,246,Vale Clinical Supplies
SK-4864,"Green Ballpoint, Fine",Writing,56.28,438,Harlow Stationers
SK-4872,Wooden Desk Organiser,Desk,12.08,265,Northgate Paper Ltd
SK-4880,"Blue Ballpoint, Fine",Writing,54.85,369,Harlow Stationers
SK-4888,Black Lever Arch File A4,Filing,21.38,141,Harlow Stationers
SK-4896,Copier Paper A4 100gsm,Paper & Office,39.16,287,Vale Clinical Supplies
SK-4904,Copier Paper A3 120gsm,Paper & Office,9.79,0,Harlow Stationers
SK-4912,Copier Paper A5 70gsm,Paper & Office,29.29,82,Northgate Paper Ltd
SK-4920,Green Lever Arch File A4,Filing,41.07,475,Harlow Stationers
SK-4928,Copier Paper A3 80gsm,Paper & Office,62.17,284,Northgate Paper Ltd
SK-4936,Copier Paper A4 120gsm,Paper & Office,55.58,233,Northgate Paper Ltd
SK-4944,Copier Paper A4 100gsm,Paper & Office,4.28,450,Vale Clinical Supplies
SK-4952,Grey Lever Arch File Foolscap,Filing,67.03,307,Vale Clinical Supplies
SK-4960,Black Lever Arch File A4,Filing,5.78,359,Northgate Paper Ltd
SK-4968,Black Lever Arch File A4,Filing,52.37,131,Northgate Paper Ltd
SK-4976,"Blue Ballpoint, Medium",Writing,32.34,331,Northgate Paper Ltd
SK-4984,"Black Ballpoint, Fine",Writing,24.17,330,Kestrel Supply Co.
SK-4992,Green Lever Arch File A4,Filing,2.67,351,Harlow Stationers
