sku,product_name,category,price,stock,supplier
SK-1016,Blue Lever Arch File A4,Filing/Storage,$68.41,419,Kestrel  Supply Co
SK-1632,"  Black Ballpoint, Medium  ",writing,31.09,180,Kestrel Supply
SK-1528,MESH DESK ORGANISER,desk,70.65,290,VALE CLINICAL
SK-4920,Green Lever Arch File A4,filing,41.07,475,Harlow
SK-3424,Copier Paper A4 70gsm, paper&office ,$69.53,41,vale clinical supplies
SK-4288,"green ballpoint, fine",Writing ,19.99,57,harlow stationers
SK-2984,"green ballpoint, medium",WRITING,81.70,174,Vale Clinical
SK-3504,Copier Paper Legal 70gsm,PAPER & OFFICE,$28.00,189,Vale Clinical Supp.
SK-3328,COPIER PAPER A3 100GSM,Paper and Office,14.63 ,100,NORTHGATE PAPER
SK-4232,STEEL DESK ORGANISER,DESK,$58.57,6,vale clinical supplies
SK-2792,"  Green Ballpoint, Medium  ",writing tools,34.28 ,456,Harlow Stationery
SK-4384,Green Lever Arch File A4,Filing/Storage,$58.72,16,KESTREL SUPPLY CO
SK-1944,Green Lever Arch File Foolscap,filing & storage,43.51,180,Harlow
SK-1472,Copier Paper A3 100gsm,Paper and Office,$61.17,231,KESTREL SUPPLY CO
SK-2704,  Copier Paper A5 70gsm  ,paper & office,38.06,332,Harlow
SK-3784,copier paper a4 70gsm, paper&office ,71.77,360,Kestrel Supply Company Ltd
SK-2112,COPIER PAPER A3 80GSM,Paper/Office,$63.89,188,Kestrel  Supply Co
sk2432,  Copier Paper A4 120gsm  , paper&office ,71.87 ,436,Vale Clinical Supp.
SK-1976,wooden desk organiser,desk acc.,68.12 ,283,Vale Clinical
SK-3088,Mesh Desk Organiser,DESK,54.74,372,
SK-4856,grey lever arch file foolscap,FILING,$35.80,246,vale clinical supplies
SK-1808,"  Green Ballpoint, Fine  ",writing tools,84.21 ,106,KESTREL SUPPLY CO
SK-1560,"Red  Ballpoint,  Broad",writing tools, 49.03,72,Northgate
SK-2064,Steel Desk Organiser,Desk Accessories,76.84 ,398,Northgate Paper
SK-4056,Grey  Lever  Arch  File  A4,FILING,11.48,130,Northgate Paper
SK-1640,blue lever arch file foolscap,filing,2.74 ,98,Vale Clinical
SK-1768,"black ballpoint, fine",writing tools,$79.87,56,vale clinical supplies
SK-3992,"black ballpoint, broad",WRITING,$84.28,147,KESTREL SUPPLY CO
SK-3104,Black Lever Arch File Foolscap,Filing/Storage,80.91,225,Harlow Stationery
SK-2016,GREEN LEVER ARCH FILE FOOLSCAP,filing & storage,$87.84,126,kestrel supply co.
SK-4968,Black  Lever  Arch  File  A4,filing & storage,52.37 ,131,Northgate
SK-4088,  Copier Paper Letter 70gsm  ,PAPER & OFFICE,$10.87,230,Northgate Paper Limited
SK-2592,  Blue Lever Arch File Foolscap  ,Filing/Storage,$43.22,403,Harlow Stationery
SK-3368,Copier Paper A4 80gsm, paper&office , 60.83,196,harlow stationers
SK-1592,grey lever arch file a4,Filing/Storage,22.80,229,KESTREL SUPPLY CO
SK-3360,"  Green Ballpoint, Broad  ",writing,$85.61,216,KESTREL SUPPLY CO
SK-1608,  Copier Paper A3 70gsm  ,paper & office,$42.00,361,Kestrel Supply Company Ltd
SK-3392,Blue Lever Arch File A4,Filing/Storage,80.55 ,308,HARLOW STATIONERS
SK-1720,Mesh Desk Organiser,desk,42.44,322,kestrel supply co.
SK-4976,"  Blue Ballpoint, Medium  ",Writing ,32.34,331,Northgate Paper
SK-4040,Green Lever Arch File A4,FILING,50.35 ,83,Vale Clinical
SK-2400,Copier Paper A3 80gsm,paper & office,15.43,179,northgate paper ltd
SK-2152,  Black Lever Arch File A4  ,filing,16.66,232,Harlow
SK-1712,"GREEN BALLPOINT, FINE",WRITING,5.67 ,286,Harlow Stationery
SK-3584,Blue Lever Arch File A4,filing,80.18,373,Kestrel Supply
SK-3872,Blue Lever Arch File A4,filing & storage,71.40 ,128,kestrel supply co.
sk1408,BLUE LEVER ARCH FILE FOOLSCAP,FILING,58.85 ,479,Kestrel  Supply Co
SK-4152,"green ballpoint, medium",writing tools,26.58,411,HARLOW STATIONERS
SK-3336,copier paper a4 120gsm,paper & office,32.04,136,Kestrel  Supply Co
SK-4824,acrylic desk organiser,DESK,48.50 ,203,KESTREL SUPPLY CO
SK-3224,green lever arch file foolscap,FILING,19.36,65,Kestrel Supply
SK-1512,  Mesh Desk Organiser  ,DESK,$42.41,181,Vale Clinical
SK-2256,Steel Desk Organiser,Desk Accessories,16.91,288,KESTREL SUPPLY CO
SK-3776,"Blue Ballpoint, Broad",writing tools,24.42 ,476,KESTREL SUPPLY CO
SK-3288,  Copier Paper Legal 80gsm  , paper&office ,26.05 ,179,
SK-1728,Black  Lever  Arch  File  Foolscap,filing,$29.75,114,Kestrel Supply
SK-4376,Blue  Lever  Arch  File  A4,filing,8.43,416,KESTREL SUPPLY CO
SK-2464,Acrylic Desk Organiser,desk acc.,$44.13,84,Northgate
sk1472,  Copier Paper A3 100gsm  ,Paper and Office,$61.17,231,KESTREL SUPPLY CO
SK-2424,Copier Paper A4 70gsm,Paper and Office,76.76,128,Harlow Stationery
SK-3400,  Copier Paper Legal 70gsm  , paper&office ,89.5,314,
SK-4520,Grey Lever Arch File A4,filing & storage,83.39 ,134,northgate paper ltd
SK-3048,"green ballpoint, fine",Writing ,52.68 ,480,Kestrel  Supply Co
SK-3168,"Blue Ballpoint, Fine",writing tools,$76.93,337,Vale Clinical Supp.
SK-1776,GREY LEVER ARCH FILE A4,Filing/Storage,$39.27,204,Vale Clinical
SK-4432,Steel  Desk  Organiser,desk acc.,41.99,420,vale clinical supplies
SK-2160,  Copier Paper A3 80gsm  , paper&office ,25.33,445,northgate paper ltd
SK-3112,"Red  Ballpoint,  Fine",writing,6.51,211,Kestrel Supply
SK-3904,"red ballpoint, broad",WRITING, 72.80,405,Harlow Stationery
sk4440,"red ballpoint, broad",writing,80.11 ,464,northgate paper ltd
SK-4616,"red ballpoint, broad",WRITING, 2.77,287,Kestrel Supply Company Ltd
SK-1144,Steel Desk Organiser,desk,10.39,46,Kestrel  Supply Co
SK-4816,Black Lever Arch File Foolscap,filing,85.92,182,vale clinical supplies
SK-1088,blue lever arch file foolscap,filing,31.64 ,56,Northgate
SK-4328,Grey Lever Arch File Foolscap,FILING,78.21,128,
SK-2528,STEEL DESK ORGANISER,Desk Accessories,49.96,12,HARLOW STATIONERS
SK-1408,BLUE LEVER ARCH FILE FOOLSCAP,FILING,58.85 ,479,Kestrel  Supply Co
SK-2000,  Wooden Desk Organiser  ,Desk Accessories,36.14,236,Kestrel Supply Company Ltd
SK-2920,"  Red Ballpoint, Fine  ",Writing ,83.66 ,340,KESTREL SUPPLY CO
SK-3840,black lever arch file a4,Filing/Storage,58.46 ,443,Vale Clinical
SK-3984,WOODEN DESK ORGANISER,DESK,36.88,278,Vale Clinical
SK-1936,Black Lever Arch File Foolscap,filing & storage,$67.12,53,Vale Clinical Supp.
sk3552,Grey Lever Arch File A4,filing & storage,16.64,193,Northgate
SK-4456,WOODEN DESK ORGANISER,Desk Accessories,$33.63,273,VALE CLINICAL
SK-4872,Wooden  Desk  Organiser,DESK,12.08,265,Northgate
SK-2864,steel desk organiser,DESK,33.70,379,Kestrel  Supply Co
SK-1624,Blue Lever Arch File A4,FILING,$67.63,386,Northgate Paper Limited
SK-3440,"blue ballpoint, fine",Writing ,$58.08,129,Kestrel Supply Company Ltd
SK-1584,Acrylic Desk Organiser,desk acc.,$19.37,80,
SK-1440,Black  Lever  Arch  File  Foolscap,Filing/Storage,78.88,21,HARLOW STATIONERS
SK-3416,Grey Lever Arch File A4,Filing/Storage,27.40,393,Harlow Stationery
SK-2720,copier paper a3 80gsm,Paper and Office,37.37 ,286,kestrel supply co.
SK-4112,ACRYLIC DESK ORGANISER,desk,34.90 ,10,Northgate Paper Limited
SK-2440,BLACK LEVER ARCH FILE A4,Filing/Storage,$10.77,387,
SK-2272,Blue Lever Arch File Foolscap,FILING,16.47,355,vale clinical supplies
SK-4008,Copier Paper A3 70gsm, paper&office ,$48.45,158,VALE CLINICAL
SK-2696,  Black Lever Arch File Foolscap  ,filing,28.83 ,210,Northgate Paper Limited
SK-3296,"red ballpoint, medium",WRITING,49.20,212,Northgate Paper
SK-3280,BLUE LEVER ARCH FILE A4,Filing/Storage,18.02,289,Northgate
SK-1680,GREEN LEVER ARCH FILE FOOLSCAP,filing & storage,60.73,267,Vale Clinical
SK-1256,"Black Ballpoint, Fine",Writing ,$74.58,79,KESTREL SUPPLY CO
SK-3672,"  Black Ballpoint, Broad  ",writing,9.21,26,Harlow Stationery
SK-2904,"BLUE BALLPOINT, BROAD",WRITING,$44.49,124,NORTHGATE PAPER
SK-3800,Green Lever Arch File Foolscap,filing & storage, 2.85,319,Harlow Stationery
SK-1168,Acrylic Desk Organiser,desk,30.27,64,kestrel supply co.
SK-4736,steel desk organiser,DESK,54.94 ,451,kestrel supply co.
SK-4528,wooden desk organiser,desk acc.,69.01,161,Northgate
SK-4664,MESH DESK ORGANISER,desk,42.99,75,VALE CLINICAL
SK-1688,Acrylic Desk Organiser,DESK,28.32,300,Northgate
SK-4544,Copier Paper A4 80gsm,Paper/Office,35.44 ,356,Kestrel  Supply Co
SK-3056,Copier  Paper  Letter  70gsm, paper&office ,$7.82,276,kestrel supply co.
SK-4416,Acrylic Desk Organiser,desk acc.,24.96 ,18,Vale Clinical Supp.
SK-4672,Acrylic  Desk  Organiser,desk,54.81,372,Northgate
SK-1400,  Copier Paper Legal 70gsm  ,Paper and Office,16.35,83,
SK-4160,  Copier Paper Legal 70gsm  ,Paper/Office,15.14 ,411,harlow stationers
SK-1424,"Red Ballpoint, Fine",writing,$66.74,96,Vale Clinical Supp.
SK-2128,  Copier Paper A4 100gsm  ,Paper/Office,$25.34,339,
SK-4072,"GREEN BALLPOINT, MEDIUM",WRITING,42.74,451,Harlow Stationery
SK-4944,Copier Paper A4 100gsm,Paper/Office,$4.28,450,Vale Clinical Supp.
SK-3080,mesh desk organiser,DESK,78.57,160,vale clinical supplies
SK-3888,"Green Ballpoint, Fine",WRITING,27.71,125,KESTREL SUPPLY CO
SK-1840,"  Black Ballpoint, Fine  ",Writing ,17.79 ,428,Kestrel Supply
SK-3928,Blue  Lever  Arch  File  Foolscap,filing & storage,6.65,478,kestrel supply co.
SK-2072,"Black Ballpoint, Fine",writing tools,57.89,49,northgate paper ltd
SK-2960,"Red Ballpoint, Medium",writing,75.37,259,northgate paper ltd
SK-3712,Black  Lever  Arch  File  Foolscap,filing,$42.36,229,
SK-1952,Mesh Desk Organiser,DESK,$60.34,289,Northgate Paper
SK-4600,ACRYLIC DESK ORGANISER,desk acc.,$77.91,387,
sk3944,Grey Lever Arch File Foolscap,Filing/Storage,71.53 ,245,Vale Clinical Supp.
SK-2208,Acrylic  Desk  Organiser,desk acc.,39.38,470,Kestrel Supply
SK-1352,Copier Paper A5 80gsm,paper & office,$63.01,165,Kestrel Supply
SK-4904,Copier Paper A3 120gsm, paper&office ,9.79,0,HARLOW STATIONERS
SK-1120,"Green Ballpoint, Fine",writing tools,52.38,74,
SK-4064,Blue Lever Arch File A4,Filing/Storage,$60.24,441,KESTREL SUPPLY CO
SK-2312,Copier  Paper  A3  80gsm, paper&office ,86.94,114,Northgate
SK-4280,grey lever arch file foolscap,filing,28.52,419,KESTREL SUPPLY CO
SK-2120,"green ballpoint, medium",writing tools,$66.87,168,kestrel supply co.
SK-4472,"Blue Ballpoint, Fine",writing tools,74.57 ,193,Northgate
SK-4800,  Copier Paper Legal 120gsm  ,Paper and Office,54.04,114,Vale Clinical Supp.
SK-1568,"blue ballpoint, medium",writing tools,5.1,333,HARLOW STATIONERS
SK-3032,  Wooden Desk Organiser  ,desk,80.78,381,NORTHGATE PAPER
SK-4896,Copier Paper A4 100gsm,paper & office,$39.16,287,vale clinical supplies
SK-4960,black lever arch file a4,FILING,5.78 ,359,northgate paper ltd
SK-3176,Copier  Paper  Letter  70gsm,paper & office, 9.41,80,
SK-2664,  Copier Paper A4 100gsm  ,Paper/Office,66.42,229,Vale Clinical Supp.
SK-4704,Black Lever Arch File A4,filing,23.28 ,139,Vale Clinical
sk3296,"red ballpoint, medium",WRITING,49.20,212,Northgate Paper
SK-3040,"  Red Ballpoint, Broad  ",WRITING,$21.28,275,vale clinical supplies
SK-4408,COPIER PAPER LEGAL 120GSM, paper&office ,$23.01,141,Vale Clinical
SK-3744,"Red Ballpoint, Medium",WRITING,88.98,12,Northgate Paper
SK-1432,grey lever arch file a4,filing,$79.37,344,Harlow Stationery
sk2304,Grey Lever Arch File A4,filing & storage,$46.53,363,Vale Clinical
SK-4680,GREY LEVER ARCH FILE A4,filing & storage,30.56,440,HARLOW STATIONERS
SK-2136,ACRYLIC DESK ORGANISER,desk acc.,89.50 ,20,Northgate Paper Limited
SK-2784,BLUE LEVER ARCH FILE FOOLSCAP,Filing/Storage,40.92 ,104,vale clinical supplies
SK-2216,Black Lever Arch File A4,filing,$22.49,339,harlow stationers
SK-4464,GREY LEVER ARCH FILE A4,filing & storage,$76.55,75,
SK-3600,Acrylic Desk Organiser,DESK,68.65,302,VALE CLINICAL
SK-1672,"blue ballpoint, broad",writing tools,58.35,359,Northgate Paper
SK-4096,"RED BALLPOINT, MEDIUM",Writing ,63.80,224,Kestrel Supply Company Ltd
SK-4784,"Green Ballpoint, Broad",WRITING,39.22,88,Vale Clinical
SK-1392,  Steel Desk Organiser  ,desk acc.,$9.57,43,kestrel supply co.
SK-2640,"  Green Ballpoint, Broad  ",writing tools,88.38 ,363,Vale Clinical Supp.
SK-1464,"Black Ballpoint, Broad",Writing ,57.94,28,
SK-3184,  Mesh Desk Organiser  ,DESK, 38.67,152,Kestrel  Supply Co
SK-2648,Acrylic Desk Organiser,desk,$19.41,182,vale clinical supplies
SK-1032,copier paper a5 120gsm,Paper and Office,50.87,262,kestrel supply co.
SK-3952,copier paper legal 120gsm,Paper and Office,55.51 ,300,NORTHGATE PAPER
SK-1048,steel desk organiser,desk, 75.09,202,Harlow Stationery
SK-2376,black lever arch file foolscap,filing,78.68 ,473,NORTHGATE PAPER
SK-3976,Mesh Desk Organiser,Desk Accessories,$24.09,89,kestrel supply co.
SK-3880,"Blue  Ballpoint,  Broad",writing,6.87 ,220,VALE CLINICAL
SK-2200,blue lever arch file a4,FILING,$28.66,44,Vale Clinical
SK-3304,"BLACK BALLPOINT, FINE",writing tools,82.05 ,44,HARLOW STATIONERS
SK-3232,ACRYLIC DESK ORGANISER,DESK, 56.66,253,Kestrel Supply
SK-2552,wooden desk organiser,desk acc.,$50.40,234,Kestrel  Supply Co
SK-3480,Green Lever Arch File Foolscap,Filing/Storage,50.90,135,kestrel supply co.
SK-1984,WOODEN DESK ORGANISER,Desk Accessories,88.35,416,Northgate
SK-1880,"Red  Ballpoint,  Broad",writing,51.38,3,Northgate
SK-4184,"Black Ballpoint, Fine",writing,32.54,200,HARLOW STATIONERS
SK-4888,Black Lever Arch File A4,filing & storage,21.38,141,harlow stationers
SK-4264,copier paper a4 70gsm,Paper/Office,$32.53,220,Harlow Stationery
SK-1968,  Grey Lever Arch File Foolscap  ,Filing/Storage,48.74,89,HARLOW STATIONERS
SK-3680,Copier  Paper  A4  100gsm,Paper/Office,33.33,188,VALE CLINICAL
SK-3120,"BLACK BALLPOINT, MEDIUM",Writing ,4.86,128,Kestrel Supply Company Ltd
SK-2944,ACRYLIC DESK ORGANISER,desk acc.,$13.54,307,Kestrel Supply
SK-3896,BLACK LEVER ARCH FILE A4,filing,26.94,470,
sk2000,Wooden Desk Organiser,Desk Accessories,36.14,236,Kestrel Supply Company Ltd
SK-3824,COPIER PAPER A4 100GSM,Paper/Office,42.67,83,HARLOW STATIONERS
SK-3728,Wooden Desk Organiser,desk, 31.36,396,KESTREL SUPPLY CO
SK-1024,Copier Paper Legal 70gsm,paper & office,6.71,199,Kestrel  Supply Co
SK-1664,wooden desk organiser,desk,30.59,275,Kestrel  Supply Co
SK-1312,COPIER PAPER LETTER 100GSM,PAPER & OFFICE,$71.68,231,northgate paper ltd
SK-4216,"  Black Ballpoint, Medium  ",Writing ,$51.92,198,Vale Clinical
SK-3432,"blue ballpoint, medium",writing tools,80.35,391,vale clinical supplies
SK-1816,Blue Lever Arch File Foolscap,filing & storage,42.84,60,kestrel supply co.
SK-4200,COPIER PAPER A4 70GSM,Paper/Office,45.26,449,vale clinical supplies
SK-4296,Grey Lever Arch File Foolscap,filing,76.32,395,kestrel supply co.
SK-2096,mesh desk organiser,desk acc.,31.64,96,Vale Clinical
SK-2144,"Black Ballpoint, Medium",Writing ,$22.96,371,northgate paper ltd
SK-1008,"Blue  Ballpoint,  Broad",WRITING,3.01,464,NORTHGATE PAPER
SK-1368,Copier Paper Legal 80gsm, paper&office ,73.33,261,harlow stationers
SK-1496,Copier Paper Letter 100gsm,Paper and Office,18.23,394,Harlow Stationery
